file_path,label
/content/CREMA-D/Anger/1025_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1091_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1083_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1003_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1078_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1053_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1051_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1005_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1041_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1090_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1027_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1061_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1016_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1080_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1021_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1082_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1018_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1017_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1035_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1067_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1090_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1087_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1042_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1087_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1091_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1013_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1080_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1010_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1016_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1063_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1007_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1052_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1010_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1005_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1036_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1053_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1038_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1063_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1023_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1060_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1040_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1016_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1044_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1031_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1066_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1063_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1020_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1087_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1019_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1052_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1065_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1085_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1070_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1009_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1002_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1042_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1084_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1073_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1067_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1003_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1046_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1083_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1067_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1004_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1035_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1060_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1011_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1064_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1062_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1045_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1080_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1003_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1027_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1008_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1030_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1033_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1086_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1071_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1059_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1044_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1065_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1007_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1055_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1085_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1072_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1018_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1037_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1026_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1047_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1059_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1061_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1058_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1076_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1030_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1026_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1064_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1017_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1057_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1005_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1053_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1017_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1024_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1057_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1048_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1060_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1081_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1054_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1015_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1082_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1055_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1075_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1008_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1029_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1032_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1086_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1046_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1082_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1058_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1024_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1059_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1074_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1090_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1072_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1089_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1074_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1008_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1012_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1019_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1005_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1035_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1044_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1031_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1021_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1002_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1049_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1033_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1037_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1023_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1072_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1043_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1013_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1029_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1035_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1013_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1085_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1080_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1065_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1012_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1021_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1081_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1077_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1023_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1035_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1019_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1021_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1028_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1087_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1069_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1070_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1016_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1067_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1064_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1088_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1028_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1035_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1065_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1034_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1067_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1037_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1043_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1080_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1064_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1050_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1014_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1071_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1070_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1036_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1032_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1045_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1076_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1015_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1063_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1015_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1014_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1010_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1086_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1066_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1012_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1005_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1087_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1011_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1009_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1015_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1003_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1040_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1014_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1007_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1083_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1080_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1005_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1041_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1022_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1064_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1040_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1043_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1073_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1008_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1069_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1044_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1033_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1072_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1069_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1039_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1036_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1030_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1061_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1042_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1051_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1050_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1011_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1022_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1050_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1018_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1061_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1034_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1077_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1025_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1057_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1080_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1079_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1064_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1054_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1071_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1073_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1038_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1089_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1023_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1085_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1042_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1039_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1011_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1043_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1059_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1045_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1079_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1003_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1032_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1063_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1075_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1024_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1054_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1071_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1038_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1088_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1053_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1021_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1075_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1034_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1016_IWW_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1059_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1037_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1066_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1005_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1052_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1004_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1066_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1061_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1031_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1011_IOM_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1039_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1009_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1011_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1054_TIE_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1001_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1029_IEO_ANG_MD.flv,Anger
/content/CREMA-D/Anger/1011_ITS_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1009_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1016_IEO_ANG_HI.flv,Anger
/content/CREMA-D/Anger/1008_MTI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1001_IEO_ANG_LO.flv,Anger
/content/CREMA-D/Anger/1036_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1038_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1056_ITH_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1072_DFA_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1074_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1033_TAI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1076_WSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1009_TSI_ANG_XX.flv,Anger
/content/CREMA-D/Anger/1028_IWL_ANG_XX.flv,Anger
/content/CREMA-D/Disgust/1091_IEO_DIS_LO.flv,Disgust
/content/CREMA-D/Disgust/1002_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1011_MTI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1060_ITH_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1023_TSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1061_ITH_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1012_IEO_DIS_HI.flv,Disgust
/content/CREMA-D/Disgust/1070_MTI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1083_ITS_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1004_IWW_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1047_MTI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1045_IEO_DIS_MD.flv,Disgust
/content/CREMA-D/Disgust/1012_WSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1050_MTI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1066_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1042_TIE_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1008_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1064_TAI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1079_IEO_DIS_MD.flv,Disgust
/content/CREMA-D/Disgust/1056_ITH_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1073_IEO_DIS_LO.flv,Disgust
/content/CREMA-D/Disgust/1059_IEO_DIS_HI.flv,Disgust
/content/CREMA-D/Disgust/1039_IEO_DIS_HI.flv,Disgust
/content/CREMA-D/Disgust/1089_ITS_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1008_ITH_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1071_TAI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1044_ITS_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1044_TAI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1050_IEO_DIS_HI.flv,Disgust
/content/CREMA-D/Disgust/1030_IOM_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1053_TSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1089_DFA_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1033_IEO_DIS_LO.flv,Disgust
/content/CREMA-D/Disgust/1012_TSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1090_WSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1031_IOM_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1039_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1008_MTI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1069_ITS_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1084_TIE_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1036_DFA_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1004_WSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1002_DFA_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1026_MTI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1003_TIE_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1072_IWW_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1072_TIE_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1016_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1050_WSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1032_IOM_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1013_ITS_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1046_TSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1038_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1011_ITH_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1030_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1087_IEO_DIS_HI.flv,Disgust
/content/CREMA-D/Disgust/1030_MTI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1005_DFA_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1021_WSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1037_IOM_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1059_IEO_DIS_LO.flv,Disgust
/content/CREMA-D/Disgust/1001_TAI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1040_IEO_DIS_LO.flv,Disgust
/content/CREMA-D/Disgust/1072_IOM_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1079_DFA_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1011_ITS_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1013_IOM_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1042_ITH_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1063_TAI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1082_WSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1037_DFA_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1088_IEO_DIS_HI.flv,Disgust
/content/CREMA-D/Disgust/1030_IWW_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1076_WSI_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1055_IEO_DIS_MD.flv,Disgust
/content/CREMA-D/Disgust/1045_IWL_DIS_XX.flv,Disgust
/content/CREMA-D/Disgust/1054_ITS_DIS_XX.flv,Disgust
